version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 45239 53 17 2 134 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 39523 17 3 226 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 41287 53 17 2 143 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.41.162.30 172.31.28.40 53 37590 17 2 1756 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 50537 17 2 212 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 53624 17 3 405 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 52880 17 2 220 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.41.162.30 58243 53 17 2 180 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 53846 53 17 2 147 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 51203 17 4 404 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 55413 53 17 2 135 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 58022 17 2 177 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.41.162.30 172.31.28.40 53 58243 17 2 1664 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 3.16.146.5 172.31.28.40 3529 22 6 765 56824 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 41287 17 2 207 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.41.162.30 172.31.28.40 53 37375 17 2 1580 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 51532 53 17 2 129 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 44020 17 2 164 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 51010 17 2 177 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 50537 53 17 2 148 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 50784 17 2 304 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 35242 53 17 2 134 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.48.79.30 172.31.28.40 53 38254 17 3 2084 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.41.162.30 172.31.28.40 53 55176 17 2 1750 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 3.20.9.88 172.31.28.40 9200 43264 6 9587 1508644 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 53624 53 17 3 194 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.41.162.30 42070 53 17 2 161 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 32885 53 17 2 137 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 53414 17 2 252 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 35242 17 2 235 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 3.20.9.88 43264 9200 6 95668 138226603 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 58022 53 17 2 129 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.41.162.30 37375 53 17 2 172 1659810519 1659810699 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.52.178.30 172.31.28.40 53 38106 17 1 936 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 156.154.100.15 37572 53 17 1 83 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 200.108.148.50 46001 53 17 1 82 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 36542 17 2 277 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 205.251.193.79 172.31.28.40 53 45339 17 1 366 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 205.251.193.94 172.31.28.40 53 45353 17 1 366 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 57080 53 17 1 71 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 193.0.14.129 172.31.28.40 53 46311 17 1 873 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 46.105.206.200 172.31.28.40 53 47585 17 1 87 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.26.92.30 172.31.28.40 53 45638 17 1 847 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 194.0.1.13 46029 53 6 5 319 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 140.205.1.6 172.31.28.40 53 42450 17 1 94 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 205.251.198.118 172.31.28.40 53 49340 17 1 364 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 199.19.53.1 58677 53 17 1 88 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.52.178.30 46679 53 17 1 79 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.48.79.30 60150 53 17 1 83 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 205.251.198.116 37187 53 17 1 90 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.26.92.30 47880 53 17 1 79 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.41.162.30 172.31.28.40 53 54786 17 1 810 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 54266 17 1 99 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 216.239.36.110 172.31.28.40 53 42445 17 1 82 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.52.178.30 60848 53 17 1 80 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.52.178.30 40678 53 17 1 77 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 40680 53 17 1 66 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 194.0.25.28 172.31.28.40 53 59901 17 1 396 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 33976 17 1 100 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 199.7.91.13 57017 53 17 1 71 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.52.178.30 172.31.28.40 53 53784 17 1 885 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.48.79.30 172.31.28.40 53 60150 17 1 773 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 205.251.199.47 38373 53 17 1 92 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 205.251.192.224 172.31.28.40 53 57444 17 1 221 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.48.79.30 172.31.28.40 53 38736 17 1 966 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 183.253.57.200 36432 53 17 1 79 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 205.251.192.129 172.31.28.40 53 51982 17 1 364 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 193.232.156.17 172.31.28.40 53 36811 17 1 644 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.52.178.30 33530 53 17 1 92 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 47826 17 1 85 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 54854 17 1 100 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.52.178.30 172.31.28.40 53 44956 17 1 884 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.64.35.11 53041 53 17 1 93 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 173.201.77.20 172.31.28.40 53 40821 17 1 141 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.48.79.30 172.31.28.40 53 49600 17 1 774 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.52.178.30 32833 53 17 1 79 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 51731 17 1 98 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 39883 17 1 142 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 137.189.6.21 52236 53 17 1 77 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.26.92.30 172.31.28.40 53 37561 17 1 733 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 149.156.4.11 53171 53 17 1 86 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 172.31.35.139 53 37728 17 1 100 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 36140 53 17 1 68 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.41.162.30 37859 53 17 1 79 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 199.19.57.1 172.31.28.40 53 43574 17 1 810 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.52.178.30 40142 53 17 1 82 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 199.7.68.1 35117 53 17 1 82 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 205.251.193.213 46816 53 17 1 89 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.48.79.30 38273 53 17 1 78 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.52.178.30 172.31.28.40 53 50950 17 1 889 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 204.74.108.1 172.31.28.40 53 53933 17 1 208 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.48.79.30 47650 53 17 1 89 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 192.52.178.30 42471 53 17 1 89 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 205.251.192.131 172.31.28.40 53 52229 17 1 218 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 192.52.178.30 172.31.28.40 53 53196 17 1 883 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 52665 53 17 1 67 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 205.251.197.149 172.31.28.40 53 46554 17 1 238 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.28.40 137.74.37.224 41498 53 17 1 89 1659810579 1659810639 ACCEPT OK
2 737271650855 eni-092b2c6a2c7680df0 172.31.35.139 172.31.28.40 50781 53 17 1 71 1659810579 1659810639 ACCEPT OK
