version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 59522 17 1 304 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 59522 53 17 1 304 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 142.251.4.189 33954 443 6 5 400 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 42684 53 17 1 78 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 142.250.190.106 172.31.35.139 443 50762 6 1 52 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.217.5.14 60360 443 6 12 3041 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 53283 53 17 1 304 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 45440 53 17 1 150 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 46007 17 1 94 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 40709 13727 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35117 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35118 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 40709 13728 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 35171 53 17 1 78 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.217.2.35 57958 443 6 15 2122 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 40618 53 17 1 150 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 56897 17 1 310 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 40709 13729 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35116 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35119 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35115 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 51796 53 17 1 131 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 50020 17 1 304 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35120 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 39332 17 1 304 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 59711 53 17 1 76 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.217.0.174 53538 443 6 20 10212 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 60957 53 17 1 78 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 16234 56566 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 16234 56568 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 16234 56564 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.217.5.10 172.31.35.139 443 41344 6 2 104 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 104.156.155.11 172.31.35.139 44774 2018 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 142.250.191.238 60188 443 6 12 1897 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 40709 13730 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 142.250.190.106 50762 443 6 1 52 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 40709 13734 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35124 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.217.0.174 172.31.35.139 443 53538 6 26 1845 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 142.251.4.189 172.31.35.139 443 33954 6 4 310 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 40709 13733 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 39236 53 17 1 78 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 33402 17 1 158 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35125 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 40709 13737 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 52088 17 1 226 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 33402 53 17 1 78 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 44839 53 17 1 78 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 39332 53 17 1 304 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 40939 17 1 150 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 40939 53 17 1 150 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 40618 17 1 150 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 42684 17 1 94 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 41831 35121 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 45440 17 1 150 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 50019 53 17 1 204 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 50326 17 1 204 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 56671 53 17 1 310 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.35.139 172.31.28.40 33684 53 17 1 254 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 51583 17 1 94 1659362454 1659362484 ACCEPT OK
2 737271650855 eni-09a70be064d521298 103.167.90.205 172.31.35.139 16234 56567 6 1 40 1659362454 1659362484 REJECT OK
2 737271650855 eni-09a70be064d521298 172.31.28.40 172.31.35.139 53 33411 17 1 94 1659362454 1659362484 ACCEPT OK
